cruise,file,date,file_duration,lat,lon,conductivity,salinity,ocean_tmp,par,bulk_red,stream_pressure,flow_rate,event_rate
realtime,2015-03-24T00-12-02+00-00,2015-03-24T00:12:02+00:00,180.133,3727.6456,13704.1792,NA,33.17,15.52,0.112078,23.3945,12,2471.3437336,NA
realtime,2015-03-24T00-15-03+00-00,2015-03-24T00:15:03+00:00,180.066,3727.2415,13704.752,NA,33.17,15.51,0.092535,23.3945,12,2471.3437336,NA
realtime,2015-03-24T00-18-03+00-00,2015-03-24T00:18:03+00:00,180.005,3726.8479,13705.3025,NA,33.17,15.52,0.15588,23.3945,12,2471.3437336,NA
realtime,2015-03-24T00-21-03+00-00,2015-03-24T00:21:03+00:00,180.128,3726.4434,13705.8637,NA,33.17,15.53,0.125023,23.3945,12,2471.3437336,NA
realtime,2015-03-24T00-24-03+00-00,2015-03-24T00:24:03+00:00,180.028,3726.1358,13706.3104,NA,33.17,15.53,0.17466,23.3945,12,2471.3437336,NA
realtime,2015-03-24T00-27-03+00-00,2015-03-24T00:27:03+00:00,180.001,3725.709,13706.9,NA,33.16,15.53,0.145306,23.3945,12,2471.3437336,NA
realtime,2015-03-24T00-30-04+00-00,2015-03-24T00:30:04+00:00,180.045,3725.2744,13707.5135,NA,33.16,15.52,0.244478,23.3945,12,2471.3437336,NA
realtime,2015-03-24T00-33-04+00-00,2015-03-24T00:33:04+00:00,180.055,3724.95,13707.9518,NA,33.16,15.51,0.186229,23.3945,12,2471.3437336,NA
realtime,2015-03-24T00-36-04+00-00,2015-03-24T00:36:04+00:00,180.018,3724.5072,13708.5517,NA,33.16,15.5,0.10734,23.3945,12,2471.3437336,NA
realtime,2015-03-24T00-39-04+00-00,2015-03-24T00:39:04+00:00,180.042,3724.0841,13709.1223,NA,33.16,15.48,0.163907,23.3945,12,2471.3437336,NA
realtime,2015-03-24T00-42-04+00-00,2015-03-24T00:42:04+00:00,180.134,3723.7527,13709.5662,NA,33.16,15.5,0.177642,23.3945,12,2471.3437336,NA
realtime,2015-03-24T00-45-05+00-00,2015-03-24T00:45:05+00:00,180.072,3723.336,13710.1303,NA,33.15,15.47,0.118501,23.3945,12,2471.3437336,NA
realtime,2015-03-24T00-48-05+00-00,2015-03-24T00:48:05+00:00,180.027,3722.9225,13710.6837,NA,33.16,15.46,0.114959,23.3945,12,2471.3437336,NA
realtime,2015-03-24T00-51-05+00-00,2015-03-24T00:51:05+00:00,180.061,3722.4939,13711.288,NA,33.15,15.48,0.156491,23.3945,12,2471.3437336,NA
realtime,2015-03-24T00-54-05+00-00,2015-03-24T00:54:05+00:00,180.143,3722.1737,13711.7427,NA,33.15,15.47,0.129711,26.1781,12,2471.3437336,NA
realtime,2015-03-24T00-57-06+00-00,2015-03-24T00:57:06+00:00,180.014,3721.7284,13712.3615,NA,33.15,15.45,0.218101,19.2214,12,2471.3437336,NA
realtime,2015-03-24T01-00-06+00-00,2015-03-24T01:00:06+00:00,180.119,3721.402,13712.8198,NA,33.15,15.46,0.201792,19.2214,12,2471.3437336,NA
realtime,2015-03-24T01-03-06+00-00,2015-03-24T01:03:06+00:00,180.079,3720.9993,13713.3852,NA,33.15,15.45,0.210964,19.2214,12,2471.3437336,NA
realtime,2015-03-24T01-06-06+00-00,2015-03-24T01:06:06+00:00,180.109,3720.5832,13713.96,NA,33.15,15.46,0.209816,19.2214,12,2471.3437336,NA
realtime,2015-03-24T01-09-07+00-00,2015-03-24T01:09:07+00:00,180.021,3720.1695,13714.5319,NA,33.15,15.46,0.161684,18.3644,12,2471.3437336,NA
realtime,2015-03-24T01-12-07+00-00,2015-03-24T01:12:07+00:00,180.137,3719.7459,13715.1198,NA,33.15,15.45,0.128816,18.3644,12,2471.3437336,NA
realtime,2015-03-24T01-15-07+00-00,2015-03-24T01:15:07+00:00,180.033,3719.4441,13715.5393,NA,33.15,15.47,0.104737,18.3644,12,2471.3437336,NA
realtime,2015-03-24T01-18-07+00-00,2015-03-24T01:18:07+00:00,180.136,3719.0007,13716.1379,NA,33.15,15.46,0.095487,18.3644,12,2471.3437336,NA
realtime,2015-03-24T01-21-07+00-00,2015-03-24T01:21:07+00:00,180.049,3718.5792,13716.7164,NA,33.15,15.46,0.085371,18.3644,12,2471.3437336,NA
realtime,2015-03-24T01-24-08+00-00,2015-03-24T01:24:08+00:00,180.004,3718.1608,13717.2792,NA,33.16,15.46,0.069854,18.3644,12,2471.3437336,NA
realtime,2015-03-24T01-27-08+00-00,2015-03-24T01:27:08+00:00,180.142,3717.846,13717.7091,NA,33.16,15.48,0.080377,18.3644,12,2471.3437336,NA
realtime,2015-03-24T01-30-08+00-00,2015-03-24T01:30:08+00:00,180.047,3717.4025,13718.3152,NA,33.16,15.48,0.084326,18.3644,12,2471.3437336,NA
realtime,2015-03-24T01-33-08+00-00,2015-03-24T01:33:08+00:00,180.124,3716.9673,13718.9124,NA,33.16,15.48,0.079637,18.3644,12,2471.3437336,NA
realtime,2015-03-24T01-36-09+00-00,2015-03-24T01:36:09+00:00,180.047,3716.6402,13719.3621,NA,33.17,15.49,0.10081,18.3644,12,2471.3437336,NA
realtime,2015-03-24T01-39-09+00-00,2015-03-24T01:39:09+00:00,180.137,3716.2389,13719.9238,NA,33.17,15.51,0.16489,18.3644,12,2471.3437336,NA
realtime,2015-03-24T01-42-09+00-00,2015-03-24T01:42:09+00:00,180.025,3715.8188,13720.4975,NA,33.19,15.56,0.119665,18.3644,12,2471.3437336,NA
realtime,2015-03-24T01-45-09+00-00,2015-03-24T01:45:09+00:00,180.068,3715.4034,13721.0642,NA,33.2,15.59,0.069445,18.3644,12,2471.3437336,NA
realtime,2015-03-24T01-48-09+00-00,2015-03-24T01:48:09+00:00,180.13,3715.078,13721.5181,NA,33.22,15.62,0.065496,18.3644,12,2471.3437336,NA
realtime,2015-03-24T01-51-10+00-00,2015-03-24T01:51:10+00:00,180.046,3714.6652,13722.0923,NA,33.23,15.64,0.059228,18.3644,12,2471.3437336,NA
realtime,2015-03-24T01-54-10+00-00,2015-03-24T01:54:10+00:00,180.012,3714.2565,13722.6541,NA,33.25,15.72,0.059814,18.3644,12,2471.3437336,NA
realtime,2015-03-24T01-57-10+00-00,2015-03-24T01:57:10+00:00,180.001,3713.8366,13723.2329,NA,33.28,15.78,0.057521,25.0898,12,2471.3437336,NA
realtime,2015-03-24T02-00-10+00-00,2015-03-24T02:00:10+00:00,180.016,3713.5154,13723.6722,NA,33.29,15.81,0.055151,17.2487,12,2471.3437336,NA
realtime,2015-03-24T02-03-10+00-00,2015-03-24T02:03:10+00:00,180,3713.0684,13724.2885,NA,33.31,15.86,0.05217,17.2487,12,2471.3437336,NA
realtime,2015-03-24T02-06-11+00-00,2015-03-24T02:06:11+00:00,180.095,3712.739,13724.7428,NA,33.33,15.88,0.049469,17.2487,12,2471.3437336,NA
realtime,2015-03-24T02-09-11+00-00,2015-03-24T02:09:11+00:00,180.054,3712.3026,13725.3456,NA,33.36,15.96,0.044527,17.2487,12,2471.3437336,NA
realtime,2015-03-24T02-12-11+00-00,2015-03-24T02:12:11+00:00,180.032,3711.8747,13725.9183,NA,33.31,15.82,0.038819,17.2487,12,2471.3437336,NA
realtime,2015-03-24T02-15-11+00-00,2015-03-24T02:15:11+00:00,180.022,3711.4612,13726.4724,NA,33.29,15.79,0.031074,17.2487,12,2471.3437336,NA
realtime,2015-03-24T02-18-11+00-00,2015-03-24T02:18:11+00:00,180.122,3711.1383,13726.9134,NA,33.3,15.82,0.02366,17.2487,12,2471.3437336,NA
realtime,2015-03-24T02-21-12+00-00,2015-03-24T02:21:12+00:00,180.062,3710.7207,13727.4884,NA,33.31,15.83,0.011022,17.2487,12,2471.3437336,NA
realtime,2015-03-24T02-24-12+00-00,2015-03-24T02:24:12+00:00,180.096,3710.3224,13728.0654,NA,33.31,15.82,0.017952,17.2487,12,2471.3437336,NA
realtime,2015-03-24T02-27-12+00-00,2015-03-24T02:27:12+00:00,180.072,3709.9196,13728.6373,NA,33.29,15.79,0.0245,17.2487,12,2471.3437336,NA
realtime,2015-03-24T02-30-12+00-00,2015-03-24T02:30:12+00:00,180.126,3709.6057,13729.0778,NA,33.28,15.75,0.022844,17.2487,12,2471.3437336,NA
realtime,2015-03-24T02-33-13+00-00,2015-03-24T02:33:13+00:00,180.07,3709.2009,13729.6301,NA,33.28,15.77,0.028118,17.2487,12,2471.3437336,NA
realtime,2015-03-24T02-36-13+00-00,2015-03-24T02:36:13+00:00,180.041,3708.7851,13730.2057,NA,33.3,15.79,0.027048,17.2487,12,2471.3437336,NA
realtime,2015-03-24T02-39-13+00-00,2015-03-24T02:39:13+00:00,180.031,3708.4607,13730.6551,NA,33.3,15.79,0.02264,17.2487,12,2471.3437336,NA
realtime,2015-03-24T02-42-13+00-00,2015-03-24T02:42:13+00:00,180.014,3708.0553,13731.2006,NA,33.32,15.85,0.018921,17.2487,12,2471.3437336,NA
realtime,2015-03-24T02-45-13+00-00,2015-03-24T02:45:13+00:00,180.016,3707.6327,13731.7528,NA,33.34,15.89,0.016526,17.2487,12,2471.3437336,NA
realtime,2015-03-24T02-48-14+00-00,2015-03-24T02:48:14+00:00,180.138,3707.2973,13732.198,NA,33.34,15.88,0.019074,17.2487,12,2471.3437336,NA
realtime,2015-03-24T02-51-14+00-00,2015-03-24T02:51:14+00:00,180.071,3706.8647,13732.778,NA,33.34,15.89,0.018029,17.2487,12,2471.3437336,NA
realtime,2015-03-24T02-54-14+00-00,2015-03-24T02:54:14+00:00,180.054,3706.4303,13733.3777,NA,33.34,15.89,0.011761,17.2487,12,2471.3437336,NA
realtime,2015-03-24T02-57-14+00-00,2015-03-24T02:57:14+00:00,180.01,3706.0262,13733.9417,NA,33.32,15.81,0.010589,17.2487,12,2471.3437336,NA
realtime,2015-03-24T03-00-14+00-00,2015-03-24T03:00:14+00:00,180.003,3705.7015,13734.3871,NA,33.29,15.79,0.009723,17.2487,12,2471.3437336,NA
realtime,2015-03-24T03-03-15+00-00,2015-03-24T03:03:15+00:00,180.051,3705.2749,13734.9737,NA,33.26,15.74,0.007328,17.2487,12,2471.3437336,NA
realtime,2015-03-24T03-06-15+00-00,2015-03-24T03:06:15+00:00,180.004,3704.8815,13735.5212,NA,33.24,15.71,0.004729,17.2487,12,2471.3437336,NA
realtime,2015-03-24T03-09-15+00-00,2015-03-24T03:09:15+00:00,180.142,3704.5695,13735.9518,NA,33.23,15.7,0.003557,17.2487,12,2471.3437336,NA
realtime,2015-03-24T03-12-15+00-00,2015-03-24T03:12:15+00:00,180.071,3704.1716,13736.5083,NA,33.21,15.66,0.002538,17.2487,12,2471.3437336,NA
realtime,2015-03-24T03-15-15+00-00,2015-03-24T03:15:15+00:00,180.016,3703.7671,13737.0708,NA,33.2,15.64,0.00106,17.2487,12,2471.3437336,NA
realtime,2015-03-24T03-18-16+00-00,2015-03-24T03:18:16+00:00,180.085,3703.3595,13737.6559,NA,33.2,15.64,-6.1e-05,17.2487,12,2471.3437336,NA
realtime,2015-03-24T03-21-16+00-00,2015-03-24T03:21:16+00:00,180.132,3703.0437,13738.1042,NA,33.19,15.62,-1e-05,17.2487,12,2471.3437336,NA
realtime,2015-03-24T03-24-16+00-00,2015-03-24T03:24:16+00:00,180.035,3702.6337,13738.6959,NA,33.19,15.6,0.000244,17.2487,12,2471.3437336,NA
realtime,2015-03-24T03-27-16+00-00,2015-03-24T03:27:16+00:00,180.028,3702.2344,13739.2745,NA,33.2,15.61,-8.7e-05,17.2487,12,2471.3437336,NA
realtime,2015-03-24T03-30-16+00-00,2015-03-24T03:30:16+00:00,180.014,3701.8275,13739.8414,NA,33.18,15.58,-0.000393,17.2487,12,2471.3437336,NA
realtime,2015-03-24T03-33-17+00-00,2015-03-24T03:33:17+00:00,180.018,3701.4889,13740.278,NA,33.17,15.56,-0.000596,17.2487,12,2471.3437336,NA
realtime,2015-03-24T03-36-17+00-00,2015-03-24T03:36:17+00:00,180.14,3701.0338,13740.8684,NA,33.16,15.54,-0.001055,17.2487,12,2471.3437336,NA
realtime,2015-03-24T03-39-17+00-00,2015-03-24T03:39:17+00:00,180.062,3700.5881,13741.4543,NA,33.15,15.5,-0.000877,17.2487,12,2471.3437336,NA
realtime,2015-03-24T03-42-17+00-00,2015-03-24T03:42:17+00:00,180.015,3700.2751,13741.864,NA,33.14,15.47,-0.000928,17.2487,12,2471.3437336,NA
realtime,2015-03-24T03-45-17+00-00,2015-03-24T03:45:17+00:00,180.136,3659.8396,13742.4513,NA,33.14,15.44,-0.000953,17.2487,12,2471.3437336,NA
realtime,2015-03-24T03-48-18+00-00,2015-03-24T03:48:18+00:00,180.067,3659.399,13743.0405,NA,33.14,15.45,-0.000953,17.2487,12,2471.3437336,NA
realtime,2015-03-24T03-51-18+00-00,2015-03-24T03:51:18+00:00,180,3659.0514,13743.4985,NA,33.14,15.44,-0.000953,17.2487,12,2471.3437336,NA
realtime,2015-03-24T03-54-18+00-00,2015-03-24T03:54:18+00:00,180.001,3658.6032,13744.0897,NA,33.14,15.45,-0.000979,17.2487,12,2471.3437336,NA
realtime,2015-03-24T03-57-18+00-00,2015-03-24T03:57:18+00:00,180.123,3658.1883,13744.6469,NA,33.14,15.44,-0.000979,17.2487,12,2471.3437336,NA
realtime,2015-03-24T04-00-19+00-00,2015-03-24T04:00:19+00:00,180.105,3657.8488,13745.0995,NA,33.14,15.47,-0.000953,31.9606,12,2471.3437336,NA
realtime,2015-03-24T04-03-19+00-00,2015-03-24T04:03:19+00:00,180.088,3657.4162,13745.6991,NA,33.15,15.48,-0.000953,31.9606,12,2471.3437336,NA
realtime,2015-03-24T04-06-19+00-00,2015-03-24T04:06:19+00:00,180.078,3656.9863,13746.2897,NA,33.14,15.47,-0.000953,31.9606,12,2471.3437336,NA
realtime,2015-03-24T04-09-19+00-00,2015-03-24T04:09:19+00:00,180.125,3656.687,13746.6965,NA,33.14,15.48,-0.000953,31.9606,12,2471.3437336,NA
realtime,2015-03-24T04-12-20+00-00,2015-03-24T04:12:20+00:00,180.042,3656.2587,13747.2659,NA,33.14,15.46,-0.000979,31.9606,12,2471.3437336,NA
realtime,2015-03-24T04-15-20+00-00,2015-03-24T04:15:20+00:00,180.103,3655.822,13747.84,NA,33.13,15.48,-0.000953,31.9606,12,2471.3437336,NA
realtime,2015-03-24T04-18-20+00-00,2015-03-24T04:18:20+00:00,180.046,3655.3934,13748.4213,NA,33.14,15.48,-0.000953,31.9606,12,2471.3437336,NA
realtime,2015-03-24T04-21-20+00-00,2015-03-24T04:21:20+00:00,180.125,3655.0657,13748.8678,NA,33.14,15.47,-0.000979,31.9606,12,2471.3437336,NA
realtime,2015-03-24T04-24-20+00-00,2015-03-24T04:24:20+00:00,180.005,3654.628,13749.4663,NA,33.14,15.48,-0.001004,31.9606,12,2471.3437336,NA
realtime,2015-03-24T04-27-21+00-00,2015-03-24T04:27:21+00:00,180.007,3654.2966,13749.935,NA,33.14,15.47,-0.001106,31.9606,12,2471.3437336,NA
realtime,2015-03-24T04-30-21+00-00,2015-03-24T04:30:21+00:00,180.111,3653.862,13750.536,NA,33.14,15.48,-0.001081,24.8836,12,2471.3437336,NA
realtime,2015-03-24T04-33-21+00-00,2015-03-24T04:33:21+00:00,180.107,3653.4542,13751.1101,NA,33.15,15.49,-0.00103,24.8836,12,2471.3437336,NA
realtime,2015-03-24T04-36-21+00-00,2015-03-24T04:36:21+00:00,180.123,3653.0365,13751.6888,NA,33.15,15.49,-0.001081,24.8836,12,2471.3437336,NA
realtime,2015-03-24T04-39-22+00-00,2015-03-24T04:39:22+00:00,180.042,3652.6235,13752.2816,NA,33.15,15.5,-0.001004,24.8836,12,2471.3437336,NA
realtime,2015-03-24T04-42-22+00-00,2015-03-24T04:42:22+00:00,180.147,3652.2925,13752.74,NA,33.15,15.5,-0.000979,24.8836,12,2471.3437336,NA
realtime,2015-03-24T04-45-22+00-00,2015-03-24T04:45:22+00:00,180.056,3651.8936,13753.3006,NA,33.15,15.5,-0.000953,24.8836,12,2471.3437336,NA
realtime,2015-03-24T04-48-22+00-00,2015-03-24T04:48:22+00:00,180.111,3651.4572,13753.9193,NA,33.15,15.5,-0.000979,24.8836,12,2471.3437336,NA
realtime,2015-03-24T04-51-23+00-00,2015-03-24T04:51:23+00:00,180.046,3651.1166,13754.3987,NA,33.15,15.51,-0.000979,24.8836,12,2471.3437336,NA
realtime,2015-03-24T04-54-23+00-00,2015-03-24T04:54:23+00:00,180.107,3650.6859,13755.0115,NA,33.16,15.52,-0.000979,24.8836,12,2471.3437336,NA
realtime,2015-03-24T04-57-23+00-00,2015-03-24T04:57:23+00:00,180.028,3650.2426,13755.6299,NA,33.16,15.53,-0.000979,24.8836,12,2471.3437336,NA
realtime,2015-03-24T05-00-23+00-00,2015-03-24T05:00:23+00:00,180.147,3649.9031,13756.104,NA,33.16,15.53,-0.000979,24.8836,12,2471.3437336,NA
realtime,2015-03-24T05-03-23+00-00,2015-03-24T05:03:23+00:00,180.104,3649.6684,13756.4351,NA,33.16,15.54,-0.000979,24.8836,12,2471.3437336,NA
realtime,2015-03-24T05-06-24+00-00,2015-03-24T05:06:24+00:00,180.065,3649.2302,13757.0417,NA,33.16,15.54,-0.000979,24.8836,12,2471.3437336,NA
realtime,2015-03-24T05-09-24+00-00,2015-03-24T05:09:24+00:00,180.027,3648.7866,13757.6568,NA,33.16,15.55,-0.000979,24.8836,12,2471.3437336,NA
realtime,2015-03-24T05-12-24+00-00,2015-03-24T05:12:24+00:00,180.024,3648.4443,13758.1274,NA,33.16,15.55,-0.000953,24.8836,12,2471.3437336,NA
realtime,2015-03-24T05-15-24+00-00,2015-03-24T05:15:24+00:00,180.026,3648.009,13758.7252,NA,33.16,15.56,-0.000979,24.8836,12,2471.3437336,NA
realtime,2015-03-24T05-18-24+00-00,2015-03-24T05:18:24+00:00,180.006,3647.5702,13759.325,NA,33.16,15.56,-0.001157,24.8836,12,2471.3437336,NA
realtime,2015-03-24T05-21-25+00-00,2015-03-24T05:21:25+00:00,180.003,3647.2236,13759.7832,NA,33.18,15.59,-0.000953,24.8836,12,2471.3437336,NA
realtime,2015-03-24T05-24-25+00-00,2015-03-24T05:24:25+00:00,180.146,3646.79,13800.3669,NA,33.22,15.71,-0.000979,24.8836,12,2471.3437336,NA
realtime,2015-03-24T05-27-25+00-00,2015-03-24T05:27:25+00:00,180.062,3646.3384,13800.9731,NA,33.26,15.78,-0.000979,24.8836,12,2471.3437336,NA
realtime,2015-03-24T05-30-25+00-00,2015-03-24T05:30:25+00:00,180.146,3646.0201,13801.4055,NA,33.27,15.83,-0.000979,24.8836,12,2471.3437336,NA
realtime,2015-03-24T05-33-26+00-00,2015-03-24T05:33:26+00:00,180.102,3645.5735,13801.9968,NA,33.28,15.82,-0.000979,24.8836,12,2471.3437336,NA
realtime,2015-03-24T05-36-26+00-00,2015-03-24T05:36:26+00:00,180.014,3645.1268,13802.5962,NA,33.24,15.71,-0.000979,24.8836,12,2471.3437336,NA
realtime,2015-03-24T05-39-26+00-00,2015-03-24T05:39:26+00:00,180.145,3644.6951,13803.1624,NA,33.19,15.64,-0.000979,24.8836,12,2471.3437336,NA
realtime,2015-03-24T05-42-26+00-00,2015-03-24T05:42:26+00:00,180.109,3644.3723,13803.5994,NA,33.18,15.63,-0.000979,24.8836,12,2471.3437336,NA
realtime,2015-03-24T05-45-27+00-00,2015-03-24T05:45:27+00:00,180.148,3643.9494,13804.1707,NA,33.17,15.63,-0.000979,24.8836,12,2471.3437336,NA
realtime,2015-03-24T05-48-27+00-00,2015-03-24T05:48:27+00:00,180.147,3643.5103,13804.7591,NA,33.14,15.59,-0.000979,24.8836,12,2471.3437336,NA
realtime,2015-03-24T05-51-27+00-00,2015-03-24T05:51:27+00:00,180.071,3643.1756,13805.2106,NA,33.13,15.57,-0.000979,24.8836,12,2471.3437336,NA
realtime,2015-03-24T05-54-27+00-00,2015-03-24T05:54:27+00:00,180.083,3642.7515,13805.8047,NA,33.13,15.57,-0.000979,24.8836,12,2471.3437336,NA
realtime,2015-03-24T05-57-28+00-00,2015-03-24T05:57:28+00:00,180.021,3642.3428,13806.3849,NA,33.13,15.57,-0.000979,24.8836,12,2471.3437336,NA
realtime,2015-03-24T06-00-28+00-00,2015-03-24T06:00:28+00:00,180.022,3641.9275,13806.9804,NA,33.13,15.57,-0.000979,24.8836,12,2471.3437336,NA
realtime,2015-03-24T06-03-28+00-00,2015-03-24T06:03:28+00:00,180.098,3641.609,13807.4422,NA,33.13,15.58,-0.000979,24.8836,12,2471.3437336,NA
realtime,2015-03-24T06-06-28+00-00,2015-03-24T06:06:28+00:00,180.056,3641.1853,13808.0559,NA,33.13,15.58,-0.000953,24.8836,12,2471.3437336,NA
realtime,2015-03-24T06-09-28+00-00,2015-03-24T06:09:28+00:00,180.063,3640.7829,13808.6482,NA,33.13,15.6,-0.000979,24.8836,12,2471.3437336,NA
realtime,2015-03-24T06-12-29+00-00,2015-03-24T06:12:29+00:00,180.136,3640.4783,13809.0857,NA,33.14,15.61,-0.000979,24.8836,12,2471.3437336,NA
realtime,2015-03-24T06-15-29+00-00,2015-03-24T06:15:29+00:00,180.07,3640.0767,13809.6401,NA,33.14,15.61,-0.000953,24.8836,12,2471.3437336,NA
realtime,2015-03-24T06-18-29+00-00,2015-03-24T06:18:29+00:00,180.001,3639.6452,13810.2471,NA,33.14,15.63,-8e-04,24.8836,12,2471.3437336,NA
realtime,2015-03-24T06-21-29+00-00,2015-03-24T06:21:29+00:00,180.035,3639.2197,13810.8499,NA,33.15,15.63,-0.000953,24.8836,12,2471.3437336,NA
realtime,2015-03-24T06-24-29+00-00,2015-03-24T06:24:29+00:00,180.146,3638.9005,13811.3038,NA,33.16,15.64,-0.000979,24.8836,12,2471.3437336,NA
realtime,2015-03-24T06-27-30+00-00,2015-03-24T06:27:30+00:00,180.048,3638.4983,13811.8872,NA,33.16,15.62,-0.000953,24.8836,12,2471.3437336,NA
realtime,2015-03-24T06-30-30+00-00,2015-03-24T06:30:30+00:00,180.064,3638.0945,13812.48,NA,33.17,15.64,-0.000953,24.8836,12,2471.3437336,NA
realtime,2015-03-24T06-33-30+00-00,2015-03-24T06:33:30+00:00,180.055,3637.6886,13813.067,NA,33.2,15.67,-0.000979,24.8836,12,2471.3437336,NA
realtime,2015-03-24T06-36-30+00-00,2015-03-24T06:36:30+00:00,180,3637.3864,13813.512,NA,33.23,15.69,-0.000979,24.8836,12,2471.3437336,NA
realtime,2015-03-24T06-39-31+00-00,2015-03-24T06:39:31+00:00,180.037,3636.9645,13814.0852,NA,33.29,15.73,-0.000979,24.8836,12,2471.3437336,NA
realtime,2015-03-24T06-42-31+00-00,2015-03-24T06:42:31+00:00,180.018,3636.5383,13814.6507,NA,33.29,15.68,-0.000979,24.8836,12,2471.3437336,NA
realtime,2015-03-24T06-45-31+00-00,2015-03-24T06:45:31+00:00,180.077,3636.1301,13815.1884,NA,33.34,15.67,-0.000979,24.8836,12,2471.3437336,NA
realtime,2015-03-24T06-48-31+00-00,2015-03-24T06:48:31+00:00,180.021,3635.6932,13815.7697,NA,33.45,15.71,-0.000979,24.8836,12,2471.3437336,NA
realtime,2015-03-24T06-51-31+00-00,2015-03-24T06:51:31+00:00,180.041,3635.3513,13816.2163,NA,33.52,15.72,-0.000979,19.9746,12,2471.3437336,NA
realtime,2015-03-24T06-54-31+00-00,2015-03-24T06:54:31+00:00,180.137,3634.8946,13816.7981,NA,33.55,15.71,-0.000953,18.3293,12,2471.3437336,NA
realtime,2015-03-24T06-57-32+00-00,2015-03-24T06:57:32+00:00,180.079,3634.4339,13817.3783,NA,33.54,15.65,-0.001234,18.3293,12,2471.3437336,NA
realtime,2015-03-24T07-00-32+00-00,2015-03-24T07:00:32+00:00,180.146,3634.1032,13817.802,NA,33.54,15.63,-0.000953,18.3293,12,2471.3437336,NA
realtime,2015-03-24T07-03-32+00-00,2015-03-24T07:03:32+00:00,180.066,3633.6475,13818.3807,NA,33.54,15.62,-0.000979,18.3293,12,2471.3437336,NA
realtime,2015-03-24T07-06-32+00-00,2015-03-24T07:06:32+00:00,180.092,3633.187,13818.9742,NA,33.54,15.58,-0.000979,18.3293,12,2471.3437336,NA
realtime,2015-03-24T07-09-33+00-00,2015-03-24T07:09:33+00:00,180.009,3632.8447,13819.413,NA,33.53,15.58,-0.000953,18.3293,12,2471.3437336,NA
realtime,2015-03-24T07-12-33+00-00,2015-03-24T07:12:33+00:00,180.144,3632.4052,13820.0032,NA,33.49,15.56,-0.000979,18.3293,12,2471.3437336,NA
realtime,2015-03-24T07-15-33+00-00,2015-03-24T07:15:33+00:00,180.136,3631.969,13820.618,NA,33.47,15.54,-0.000979,18.3293,12,2471.3437336,NA
realtime,2015-03-24T07-18-33+00-00,2015-03-24T07:18:33+00:00,180.064,3631.6369,13821.0751,NA,33.46,15.56,-0.000953,18.3293,12,2471.3437336,NA
realtime,2015-03-24T07-21-34+00-00,2015-03-24T07:21:34+00:00,180.055,3631.1737,13821.6785,NA,33.46,15.56,-0.000979,18.3293,12,2471.3437336,NA
realtime,2015-03-24T07-24-34+00-00,2015-03-24T07:24:34+00:00,180.148,3630.7457,13822.2617,NA,33.46,15.56,-0.000953,18.3293,12,2471.3437336,NA
realtime,2015-03-24T07-27-34+00-00,2015-03-24T07:27:34+00:00,180.044,3630.3054,13822.8438,NA,33.45,15.56,-0.000953,18.3293,12,2471.3437336,NA
realtime,2015-03-24T07-30-34+00-00,2015-03-24T07:30:34+00:00,180.019,3629.9655,13823.2971,NA,33.45,15.58,-0.000953,18.3293,12,2471.3437336,NA
realtime,2015-03-24T07-33-35+00-00,2015-03-24T07:33:35+00:00,180.031,3629.5477,13823.864,NA,33.46,15.58,-0.000979,18.3293,12,2471.3437336,NA
realtime,2015-03-24T07-36-35+00-00,2015-03-24T07:36:35+00:00,180.005,3629.1242,13824.4539,NA,33.46,15.56,-0.000979,18.3293,12,2471.3437336,NA
realtime,2015-03-24T07-39-35+00-00,2015-03-24T07:39:35+00:00,180.023,3628.7984,13824.9197,NA,33.46,15.53,-0.000979,18.3293,12,2471.3437336,NA
realtime,2015-03-24T07-42-35+00-00,2015-03-24T07:42:35+00:00,180.021,3628.3781,13825.5201,NA,33.46,15.5,-0.000953,18.3293,12,2471.3437336,NA
realtime,2015-03-24T07-45-35+00-00,2015-03-24T07:45:35+00:00,180.013,3627.9552,13826.1211,NA,33.46,15.52,-0.000953,18.3293,12,2471.3437336,NA
realtime,2015-03-24T07-48-35+00-00,2015-03-24T07:48:35+00:00,180.095,3627.5213,13826.7184,NA,33.46,15.52,-0.000953,18.3293,12,2471.3437336,NA
realtime,2015-03-24T07-51-36+00-00,2015-03-24T07:51:36+00:00,180.065,3627.1955,13827.1715,NA,33.46,15.52,-0.000979,18.3293,12,2471.3437336,NA
realtime,2015-03-24T07-54-36+00-00,2015-03-24T07:54:36+00:00,180.03,3626.758,13827.7855,NA,33.46,15.56,-0.000979,18.3293,12,2471.3437336,NA
realtime,2015-03-24T07-57-36+00-00,2015-03-24T07:57:36+00:00,180.035,3626.3063,13828.4121,NA,33.46,15.63,-0.000953,18.3293,12,2471.3437336,NA
realtime,2015-03-24T08-00-36+00-00,2015-03-24T08:00:36+00:00,180.039,3625.9664,13828.8846,NA,33.46,15.65,-0.000979,18.3293,12,2471.3437336,NA
realtime,2015-03-24T08-03-36+00-00,2015-03-24T08:03:36+00:00,180.03,3625.5318,13829.492,NA,33.46,15.66,-0.000953,18.3293,12,2471.3437336,NA
realtime,2015-03-24T08-06-37+00-00,2015-03-24T08:06:37+00:00,180.143,3625.1005,13830.0928,NA,33.46,15.66,-0.000953,18.3293,12,2471.3437336,NA
